"Year","Wicket","Date","Total","Undefeated","Bat1","Bat1Score","Bat1NotOut","Bat2","Bat2Score","Bat2NotOut","Opp"
1955,2,1955-07-09 00:00:00,53,0,"wrig",71,1,"sewp",25,0,"Merton Saints"
1955,3,1955-07-10 00:00:00,70,0,"ferg",69,0,"solw",29,0,"Fortels"
1955,3,1955-08-07 00:00:00,104,1,"oxls",51,1,"ferg",50,1,"Carlton Bridge"
1955,4,1955-06-26 00:00:00,58,0,"wrig",89,1,"greb",35,0,"Beddington Village"
1955,4,1955-09-10 00:00:00,62,0,"onlg",42,0,"ever",25,0,"Clapham Odds"
1955,5,1955-09-04 00:00:00,41,0,"sewp",49,0,"ever",27,0,"Cornwall"
1955,6,1955-07-09 00:00:00,75,1,"wrig",71,1,"hiln",22,1,"Merton Saints"
1955,7,1955-06-26 00:00:00,53,1,"wrig",89,1,"dayv",5,1,"Beddington Village"
1955,8,1955-06-23 00:00:00,54,0,"greb",42,0,"ever",22,0,"Old Whitgiftians"
1955,9,1955-08-28 00:00:00,33,0,"scog",37,0,"simm",12,0,"Weston Green"
1955,10,1955-08-01 00:00:00,51,0,"sewd",43,1,"simm",3,0,"Carlton Bridge"
1956,1,1956-05-27 00:00:00,92,0,"onlg",67,1,"oxld",48,0,"Windmill"
1956,2,1956-05-13 00:00:00,57,0,"greb",50,0,"onlg",27,0,"Baskerville"
1956,3,1956-09-23 00:00:00,48,0,"onlg",35,0,"oxls",23,0,"Grange Mills"
1956,4,1956-08-12 00:00:00,31,0,"keye",24,0,"oxls",19,0,"Forestry Commission"
1956,5,1956-06-24 00:00:00,68,0,"wrig",74,1,"ever",15,0,"Great Northern"
1956,6,1956-07-01 00:00:00,43,0,"sewp",33,0,"sewd",25,0,"Beddington Village"
1956,7,1956-08-15 00:00:00,32,0,"wrig",26,0,"greb",8,0,"RA Assn (Surbiton)"
1956,8,1956-06-10 00:00:00,32,0,"staj",32,0,"scog",7,1,"Weston Green"
1956,9,1956-08-12 00:00:00,17,0,"scog",15,0,"staj",11,0,"Forestry Commission"
1956,10,1956-07-15 00:00:00,13,0,"greb",8,1,"simm",8,0,"Windmill"
1957,1,1957-06-16 00:00:00,52,0,"gwip",121,0,"oxld",31,0,"South Harrow"
1957,2,1957-06-16 00:00:00,150,0,"gwip",121,0,"ster",50,1,"South Harrow"
1957,3,1957-05-05 00:00:00,65,0,"ster",65,1,"greb",13,0,"Ministry of Works"
1957,4,1957-05-26 00:00:00,65,0,"ster",51,0,"solw",35,0,"RAFA Beckenham"
1957,5,1957-09-28 00:00:00,43,0,"oxld",50,1,"ever",14,0,"Barnes & Mortlake"
1957,6,1957-09-01 00:00:00,35,0,"onlg",34,0,"ever",9,0,"Cornwall"
1957,7,1957-06-10 00:00:00,34,0,"oxld",23,0,"sewd",11,1,"West End"
1957,8,1957-08-11 00:00:00,40,0,"oxls",27,1,"stav",8,0,"Renshaw"
1957,9,1957-08-25 00:00:00,62,0,"ster",51,0,"solw",16,0,"Weston Green"
1957,10,1957-08-05 00:00:00,28,0,"onlg",19,1,"sewd",17,0,"Molesey Hurst"
1958,1,1958-06-08 00:00:00,56,0,"onlg",53,0,"gwip",34,0,"Trpjan"
1958,2,1958-07-13 00:00:00,47,0,"solw",36,0,"onlg",21,0,"University vandals"
1958,3,1958-06-29 00:00:00,37,0,"solw",30,1,"keye",22,0,"Beddington Village"
1958,4,1958-05-18 00:00:00,39,0,"gwip",25,0,"keye",8,0,"Servies Rendered"
1958,5,1958-07-27 00:00:00,48,0,"ster",36,0,"stav",13,0,"West London"
1958,6,1958-04-17 00:00:00,36,0,"oxls",47,0,"simm",10,0,"Servies Rendered"
1958,7,1958-09-14 00:00:00,31,0,"onlg",31,0,"scog",10,0,"Grange Mills"
1958,8,1958-07-27 00:00:00,12,1,"simm",9,1,"ever",8,1,"West London"
1958,9,1958-07-05 00:00:00,30,0,"oxls",25,1,"oxld",23,0,"Garrick House"
1958,10,1958-07-05 00:00:00,17,0,"oxls",25,1,"solw",3,0,"Garrick House"
1959,1,1959-05-18 00:00:00,86,0,"oxld",58,1,"gwip",51,0,"West End"
1959,1,1959-08-23 00:00:00,77,1,"oxls",54,1,"onlg",15,1,"Walton Park"
1959,2,1959-09-06 00:00:00,66,1,"sewp",56,1,"brad",18,1,"Civil Service Rep XI"
1959,3,1959-05-24 00:00:00,74,0,"onlg",53,0,"ster",22,0,"Services Rendered"
